ID,Subject,trial_number,Trial start,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice,condition,first_error_position,return_to_arm,Lag_from_last_choice,time_delay,return_delay,means,time_delay_adjusted,time_fe,time_fe_after,time_fe_before
237,Reni,3,738.85,750.4833333,756.7833333,769.0333333,776.2166667,791.7833333,804.7,816.7833333,838.1833333,#N/A,forced,7,2,5,66.3,60,12.41666666,5.339597317,21.4,21.4,12.0833333
238,Reni,4,920.7,929.8666667,937.25,943.3166667,952.55,960.3,968.5166667,977.8833333,987.4166667,#N/A,self-ordered,9,#N/A,#N/A,#N/A,#N/A,8.339583337,#N/A,#N/A,#N/A,#N/A
239,Reni,5,1065.15,1076.283333,1082.133333,1089.533333,1101.95,1109.016667,1116.2,1125.15,1133.7,#N/A,self-ordered,5,2,3,32.733334,26.883334,8.56875,3.820082743,7.183333,7.183333,7.066667
240,Reni,6,1213.95,1229.3,1235.4,1241.966667,1250.2,1267.283333,1274.383333,1280.483333,1289.233333,1296.35,self-ordered,7,5,2,51.183333,13.2,9.410416625,5.43900818,8.75,8.75,6.1
241,Robby,1,325.9664895,340.399815,346.5998116,355.7664733,362.1998032,371.2331316,385.6664571,395.3331185,405.4997796,412.9997756,self-ordered,3,1,2,15.3666583,15.3666583,9.941661263,1.54568315,6.4333299,6.4333299,9.1666617
242,Robby,2,518.2830517,530.3163785,534.3163763,545.2163704,556.7996974,560.9830285,567.5330249,573.3330218,582.3496835,#N/A,self-ordered,3,1,2,14.8999919,14.8999919,8.008328975,1.860561916,11.583327,11.583327,10.8999941
243,Robby,3,669.3663029,682.7662956,685.5496274,690.4829581,696.0496217,700.8662858,705.8162831,711.8162798,717.3662768,724.0996065,self-ordered,9,#N/A,#N/A,41.3333109,#N/A,5.999996738,6.888888896,#N/A,#N/A,#N/A
244,Robby,4,851.7495371,864.1495304,870.4328603,879.8328552,884.4328527,888.066184,892.6328482,896.7995126,900.3995107,904.2995086,forced,7,2,5,32.6499822,26.3666523,6.0812467,5.36896196,3.5999981,3.5999981,4.1666644
245,Robby,5,1011.14945,1019.532779,1027.682775,1035.316104,1039.032769,1043.649433,1048.632763,1052.649428,1058.482758,1064.699421,forced,9,#N/A,#N/A,45.166642,#N/A,5.9166635,7.633802734,#N/A,#N/A,#N/A
246,Robby,6,1153.699373,1164.499367,1173.032696,1178.182693,1182.132691,1186.666022,1192.482685,1198.166016,1206.816011,1213.59934,forced,8,1,7,42.316644,42.316644,6.63957975,6.37339193,6.783329,6.783329,8.649995
247,Sepp,1,248.1666667,257.5,267.3166667,283.2166667,296.6,306.8166667,319.4333333,335.8,342.3333333,#N/A,self-ordered,4,1,3,39.1,39.1,11.77083333,3.321769914,10.2166667,10.2166667,13.3833333
248,Sepp,2,428.4333333,435.6,438.95,442.3166667,447.4333333,454.5,459.05,463.2166667,467.6333333,#N/A,self-ordered,5,1,4,18.9,18.9,4.9,3.857142857,4.55,4.55,7.0666667
249,Sepp,3,557.9666667,569.3333333,572.7666667,576.55,580.9,586.6666667,591.15,595.2833333,599.3666667,603.7333333,self-ordered,4,2,2,11.5666667,8.1333333,5.175,2.235104676,5.7666667,5.7666667,4.35
250,Sepp,4,757.15,768.4,775.0166667,785.0166667,791.45,796.0333333,801.0833333,808,813.3,821.75,forced,7,4,3,39.6,16.55,7.01875,5.642030276,5.3,5.3,6.9166667
251,Sepp,5,915.7333333,925.4333333,936.5833333,945.65,949.6166667,953.7333333,957.65,961.7333333,967.6833333,#N/A,forced,6,3,3,32.2166667,12,6.49375,4.961180628,4.0833333,4.0833333,3.9166667
252,Sepp,6,1098.466667,1105.483333,1112.716667,1122.583333,1126.35,1129.966667,1134.45,1137.533333,1143.783333,1147.216667,forced,6,2,4,28.966667,21.733333,5.66458325,5.113644856,3.083333,3.083333,4.483333
253,Tenya,1,323.4664856,335.1498124,346.9498058,359.2997989,366.7997947,374.7331236,389.9997817,404.0664405,415.2164343,#N/A,forced,9,#N/A,#N/A,#N/A,#N/A,11.46874359,#N/A,#N/A,#N/A,#N/A
254,Tenya,2,512.749713,522.9330407,533.2163682,538.8663651,549.4330258,556.2996886,563.2996847,573.8663455,585.466339,#N/A,forced,6,1,5,40.366644,40.366644,9.08957825,4.440980966,10.5666608,10.5666608,6.9999961
255,Tenya,3,676.6329546,682.1329515,708.2329369,715.2162664,721.4662629,727.4829262,734.7495888,742.3162512,748.8329142,755.8829103,forced,7,2,5,60.1832997,34.0833143,9.02499495,6.668513393,6.516663,6.516663,7.5666624
256,Tenya,4,846.1995264,854.4328551,859.7161855,864.7328493,870.1661796,877.0495091,884.3661717,892.3995005,911.5661565,#N/A,self-ordered,9,#N/A,#N/A,#N/A,#N/A,8.170828763,#N/A,#N/A,#N/A,#N/A
257,Tenya,5,1005.849437,1014.566099,1019.216096,1024.13276,1030.232757,1035.566087,1040.849417,1047.166081,1053.49941,#N/A,self-ordered,5,2,3,20.999988,16.349991,5.956246625,3.525708273,5.28333,5.28333,5.33333
258,Tenya,6,1152.782688,1156.382686,1161.982683,1168.049346,1173.032677,1179.54934,1186.499336,1192.149333,1198.882662,1205.332659,self-ordered,7,5,2,35.766647,12.599993,5.76249675,6.206796906,6.733329,6.733329,5.649997
259,Teodor,1,260.95,272.3666667,291.2666667,308.3666667,317.35,331.5833333,344,361.7,371.7166667,#N/A,self-ordered,5,3,2,59.2166666,23.2166666,13.84583334,4.276858255,12.4166667,12.4166667,14.2333333
260,Teodor,2,469.8333333,479.2166667,485.9,492.9166667,498.6,507.7,517.3666667,524.4333333,530.3666667,#N/A,self-ordered,5,1,4,28.4833333,28.4833333,7.566666675,3.764317172,9.6666667,9.6666667,9.1
261,Teodor,3,630.1333333,638.8833333,645.8166667,654.15,660.1,677.6833333,687.1833333,697.9333333,707.5166667,#N/A,self-ordered,6,1,5,48.3,48.3,9.672916675,4.993323278,10.75,10.75,9.5
262,Teodor,4,837.2333333,842.3,856.1666667,869.2166667,883.0666667,890.9166667,907.0333333,915.75,924.0166667,#N/A,forced,4,1,3,40.7666667,40.7666667,10.84791668,3.758018053,7.85,7.85,13.85
263,Teodor,5,1039.583333,1054.266667,1064.983333,1082.3,1092.216667,1098.9,1106.783333,1114.033333,1121.1,#N/A,forced,7,1,6,59.766666,59.766666,10.18958338,5.865467095,7.066667,7.066667,7.25
264,Teodor,6,1217.016667,1220.466667,1235.116667,1249.35,1253.183333,1257.85,1264.45,1276.15,1283.783333,#N/A,forced,7,2,5,55.683333,41.033333,8.34583325,6.671992039,7.633333,7.633333,11.7
265,Timo2,1,332.3165731,340.5999041,351.1165678,364.8498973,378.5332268,387.5332242,401.6165536,425.116547,435.0332109,#N/A,forced,4,1,3,37.9333227,37.9333227,12.83957973,2.954405324,8.9999974,8.9999974,13.6833295
266,Timo2,2,523.4165193,533.8331831,541.9498474,551.2498448,558.5165094,565.3165075,579.9665034,587.1665014,596.1664988,604.3164965,forced,5,2,3,31.4833244,23.3666601,9.093747438,3.462084758,14.6499959,14.6499959,6.7999981
267,Timo2,3,704.1331351,710.2164667,718.0164645,724.749796,732.0331273,737.1997925,745.7997901,753.5497879,760.9497858,767.8831172,forced,7,5,2,43.3333212,16.3499954,7.102081338,6.101496046,7.3999979,7.3999979,7.7499978
268,Timo2,4,859.599758,866.2164228,871.483088,877.0330864,884.1664178,890.366416,897.0164142,911.6997434,920.5164075,#N/A,self-ordered,3,1,2,10.8166636,10.8166636,7.614581188,1.420519833,7.1333314,7.1333314,5.5499984
269,Timo2,5,997.066386,1002.083051,1007.28305,1012.916382,1019.283046,1026.599711,1033.349709,1041.849707,1049.099705,#N/A,self-ordered,5,1,4,24.51666,24.51666,6.504164875,3.769378617,6.749998,6.749998,7.316665
270,Timo2,6,1138.516346,1139.983012,1147.33301,1152.816342,1161.999673,1169.799671,1182.549667,1192.166331,1199.099662,1207.766327,self-ordered,5,1,4,29.816659,29.816659,7.5729145,3.937276593,12.749996,12.749996,7.799998
271,Tofu,1,397.13323,366.7499045,381.5665674,400.4832291,422.4165567,441.8165517,454.2998818,467.0165451,479.6665418,487.3998731,forced,4,2,2,55.6666522,40.8499893,10.31666398,5.395799682,19.399995,19.399995,21.9333276
272,Tofu,2,609.1998414,589.9831798,595.649845,608.9998415,617.0998394,621.5498382,628.0998365,633.2498352,639.4998336,#N/A,forced,5,3,2,31.5666584,12.5499967,3.787499025,8.334433406,6.5499983,6.5499983,4.4499988
273,Tofu,3,746.7164723,734.0664756,738.1498079,748.9164718,754.9498035,758.9998025,763.416468,769.6497997,776.2664646,781.28313,forced,7,2,5,35.5833241,31.4999918,3.693749038,9.633389745,6.6166649,6.6166649,6.2333317
274,Tofu,4,899.4997659,900.1997657,903.6497648,909.6830966,913.5997622,917.9497611,925.0664259,936.3497563,941.4164217,1032.416398,self-ordered,9,#N/A,#N/A,132.2166323,#N/A,5.239581975,25.23419481,#N/A,#N/A,#N/A
275,Tofu,5,1032.416398,1035.733064,1040.099729,1044.066395,1049.049727,1056.966392,1063.41639,1068.883055,1192.266356,#N/A,self-ordered,9,#N/A,#N/A,#N/A,#N/A,19.98124475,#N/A,#N/A,#N/A,#N/A
276,Tofu,6,1192.266356,1195.866355,1200.483021,1205.18302,1209.366352,1214.616351,1220.666349,1226.183014,#N/A,#N/A,self-ordered,8,1,7,#N/A,#N/A,4.845236857,#N/A,#N/A,#N/A,#N/A
277,Twix,1,420.2833333,427.55,437.4166667,446.0833333,456.8833333,467.5833333,481.3333333,491.5333333,501.4666667,#N/A,self-ordered,7,1,6,63.9833333,63.9833333,10.14791668,6.305070819,9.9333334,9.9333334,10.2
278,Twix,2,599.8166667,605.75,614,621.2166667,629.3833333,641.6833333,654.1,663.5,672.1333333,#N/A,self-ordered,9,#N/A,#N/A,#N/A,#N/A,9.039583325,#N/A,#N/A,#N/A,#N/A
279,Twix,3,787.0333333,788.55,801.55,808.5,819.7166667,829.0166667,839.8666667,854.3166667,873.1666667,#N/A,self-ordered,5,1,4,40.4666667,40.4666667,10.76666668,3.758513932,10.85,10.85,9.3
280,Twix,4,1031.466667,1034.783333,1043.133333,1058.9,1070.733333,1078.033333,1086.65,1097.15,1114.183333,#N/A,forced,7,2,5,62.366667,54.016667,10.33958325,6.031835664,17.033333,17.033333,10.5
281,Twix,5,1223.116667,1227.983333,1235.8,1249.333333,1262.516667,1269.166667,1288.216667,1330.783333,1347.516667,#N/A,forced,3,1,2,21.35,21.35,15.55,1.372990354,13.183334,13.183334,13.533333
282,Twix,6,1491.216667,1496.016667,1504.3,1520.733333,1531.483333,1537.166667,1546.116667,1555.75,1563.983333,1572.316667,forced,4,2,2,35.466666,27.183333,9.09583325,3.899221218,5.683334,5.683334,10.75
283,Vivi,2,480.4666667,493.7166667,512.7666667,522.6333333,537.6833333,551.4,578.5333333,592.3666667,690.05,#N/A,self-ordered,8,1,7,196.3333333,196.3333333,26.19791666,7.494234592,#N/A,#N/A,97.6833333
284,Vivi,3,793.95,807.3166667,817.5333333,832.1833333,841.95,859.5,871.5,922.2166667,#N/A,#N/A,self-ordered,7,5,2,114.9,62.7166667,18.32380953,6.270530144,#N/A,#N/A,50.7166667
285,Vivi,4,1144.116667,1149.966667,1159.966667,1177.8,1187.183333,1198.783333,1215.816667,1246.85,1265.05,#N/A,forced,7,2,5,96.883333,86.883333,15.11666663,6.409040789,18.2,18.2,31.033333
286,Vivi,5,1366.15,1378.066667,1387.316667,1401.633333,1412.433333,1433.366667,1447.1,1463.1,1479.25,#N/A,forced,6,2,4,69.033333,59.783333,14.1375,4.882994377,16,16,13.733333
287,Vivi,6,1583.983333,1590.016667,1602.816667,1618.066667,1627.15,1637.533333,1641.816667,1660.816667,1721.85,#N/A,forced,5,2,3,47.516666,34.716666,17.23333338,2.75725334,4.283334,4.283334,10.383333
288,Zira,1,214.8,227.2833333,241.0333333,258.0833333,280.7333333,293.2666667,304.6833333,311.9166667,317.9333333,326.9166667,forced,3,1,2,30.8,30.8,12.89166666,2.389140272,22.65,22.65,17.05
289,Zira,2,442.9833333,453.3166667,459.05,468,477.8,483.1166667,488.3833333,499.5333333,507.2333333,512.3833333,forced,7,2,5,46.2166666,40.4833333,8.03125,5.754604402,7.7,7.7,11.15
290,Zira,3,624.15,639.2333333,650.85,656.8,664.6166667,673.9666667,679.1333333,683.0833333,692.0333333,#N/A,forced,5,1,4,34.7333334,34.7333334,8.485416663,4.093297334,5.1666666,5.1666666,9.35
291,Zira,4,828.6333333,842.2,851.2333333,858.25,862.6833333,868.5833333,872.8333333,878.4333333,883.5,887.4,self-ordered,5,1,4,26.3833333,26.3833333,6.858333338,3.846901572,4.25,4.25,5.9
292,Zira,5,971.4333333,977.6,987.2666667,999.7666667,1004.783333,1008.383333,1014.4,1019.2,1024.55,1030.033333,self-ordered,4,2,2,27.183333,17.5166663,6.639583338,4.09413236,3.6,3.6,5.0166663
293,Zira,6,1132.55,1135.683333,1142.383333,1158.916667,1162.733333,1166.7,1172.816667,1190.533333,1194.866667,1199.8,self-ordered,8,4,4,59.183334,32.133334,7.789583375,7.597753455,4.933333,4.933333,4.333334
294,Zuzu,1,308.1498254,314.6164884,326.5331483,343.4498054,349.2998021,366.8664588,379.3331184,391.749778,400.5831063,424.2164263,forced,5,1,4,52.2499704,52.2499704,11.55416011,4.52217815,12.4666596,12.4666596,17.5666567
295,Zuzu,2,523.5497033,527.9663675,535.5996965,546.566357,554.7163523,564.8996799,581.9496702,596.7496619,606.8663228,#N/A,forced,6,3,3,53.9833027,35.3833132,10.41457744,5.18343668,14.7999917,14.7999917,17.0499903
296,Zuzu,3,698.5662708,704.9496005,714.5495951,726.3162551,738.7329147,750.2662415,757.1662376,763.4995674,772.6328955,#N/A,forced,7,3,4,58.5499669,37.1833123,9.258328088,6.324032411,9.1333281,9.1333281,6.3333298
297,Zuzu,4,859.3828464,868.5328412,873.2661718,877.9328359,885.6994981,893.4328271,931.8661386,945.5327976,951.8161273,#N/A,self-ordered,7,4,3,76.9999564,59.8332995,11.55416011,6.664262538,6.2833297,6.2833297,13.666659
298,Zuzu,5,1025.299419,1033.932747,1037.649412,1043.732742,1050.832738,1056.816068,1064.016064,1070.749393,1082.016054,#N/A,self-ordered,8,2,6,48.083307,44.366642,7.089579375,6.782251027,#N/A,#N/A,11.266661
299,Zuzu,6,1159.31601,1166.799339,1171.099336,1174.599334,1182.765996,1188.449327,1195.715989,1200.532653,1208.915982,#N/A,self-ordered,8,2,6,42.116643,37.816646,6.1999965,6.79301077,#N/A,#N/A,8.383329
